client,num_images
4_0012320010,35
4_0012320011,25
4_0012320012,43
4_0012320013,22
4_00123203,55
4_00123210,20
4_00123211,73
4_001232120,71
4_001232121,14
4_001232122,98
4_001232123,84
4_001232130,98
4_001232131,27
4_001232132,30
4_001232133,4
4_0012322100,40
4_0012322101,4
4_0012322102,82
4_0012322103,23
4_0012322110,5
4_0012322111,49
4_0012322112,10
4_00123221130,66
4_00123221132,4
4_00123221133,63
4_0012322120,39
4_0012322121,14
4_0012322122,20
4_0012322123,52
4_001232213,16
4_001232220,14
4_0012322210,76
4_0012322211,87
4_0012322212,7
4_0012322213,12
4_001232223,11
4_00123223,70
4_0012323,12
4_00123310,2
4_001233110,7
4_0012331110,3
4_00123311110,92
4_00123311111,31
4_00123311112,8
4_00123311113,77
4_001233111200,22
4_001233111201,67
4_001233111202000,33
4_001233111202001,19
4_001233111202002,13
4_001233111202003,51
4_00123311120202,6
4_00123311120203,21
4_0012331112021,4
4_001233111203,15
4_00123311121,11
4_0012331113,13
4_001233112,11
4_001233113,2
4_00123312,11
4_00130,7
4_00131000,86
4_00131001000,45
4_00131001002,64
4_00131001003,50
4_0013100101,36
4_00131001020,8
4_00131001021,92
4_00131001022,3
4_00131001023,20
4_00131001030,10
4_00131001031,94
4_00131001032,4
4_00131001033,12
4_001310011,81
4_001310012,99
4_0013100130,79
4_0013100131,25
4_0013100132,27
4_0013100133,26
4_00131002,57
4_00131012,40
4_00131013,73
4_001310200,8
4_001310201,78
4_001310202,18
4_00131021332,40
4_00131021333,75
4_00131022,60
4_00131023,20
4_00131030,32
4_00131031,89
4_00131032,37
4_00131033,23
4_001311,82
4_0013120,35
4_00131210,12
4_00131212,29
4_0013121300,44
4_00131213011,84
4_00131213013,35
4_0013121302,5
4_0013121303,7
4_001312131,13
4_001312132,55
4_001312133,15
4_00131220,6
4_001312210,35
4_001312211,13
4_001312212,70
4_001313,5
4_00210,30
4_00211,53
4_00212,28
4_0201001,4
4_02010020,14
4_02010021,11
4_02010022,35
4_0201002303,84
4_020101,28
4_020102,57
4_020103,23
4_02011011,34
4_02011012,55
4_02011013,79
4_02011021,81
4_02011023,19
4_0201103,56
4_020111,86
4_020112,74
4_020113,15
4_02012,19
4_02013,6
4_0202,2
4_0230,82
4_023130,43
4_0231331,12
4_02313320,54
4_0231332100,85
4_0231332101,2
4_0231332102,2
4_0231332103,20
4_023133211,3
4_023133213,2
4_0231333,2
4_023200,26
4_0232010221330,22
4_02320102213312,2
4_023201022133130330,58
4_023201022133130331,63
4_0232010222,2
4_02320103,16
4_0232011,5
4_0232012,9
4_0232013,4
4_023202,42
4_023203,74
4_023210,3
4_023211,18
4_0232120,19
4_0232122,3
4_02321230,7
4_02321231,9
4_02321232,85
4_023212330,12
4_023212331,12
4_023212332,3
4_0232123330,22
4_0232123332,5
4_0232123333,93
4_0232130000,68
4_02321300010,65
4_02321300011,5
4_02321300012,17
4_02321300013,59
4_0232130002,7
4_0232130003,5
4_023213001,44
4_023213003,9
4_02321301,36
4_02321302,2
4_02321303,32
4_0232131,6
4_0232133,63
4_0232200,15
4_0232201,4
4_0232202,12
4_02322030,55
4_02322031,9
4_02322032,25
4_023220330,5
4_023220331,10
4_023220332,66
4_0232203330,29
4_0232203331,9
4_0232203332,21
4_0232203333,92
4_0232210,99
4_0232211,19
4_0232212011,27
4_02322120121,2
4_0232212012220,20
4_0232212012221,5
4_0232212012222,26
4_0232212012223,73
4_023221201223,87
4_023221202110,69
4_02322120211100,34
4_02322120211101,61
4_02322120211102,57
4_02322120211103,17
4_0232212021111,64
4_0232212021112,28
4_0232212021113,75
4_02322120212,2
4_023221203,2
4_02322122,42
4_02322123,25
4_0232213001,30
4_0232213002,95
4_023221301,5
4_023221303,4
4_02322131,38
4_02322133,3
4_023222,46
4_023223,22
4_023230,10
4_0232310,34
4_0232311,15
4_02323120,33
4_02323121,76
4_02323122,5
4_02323123,5
4_023232,22
4_023310,21
4_023311,57
4_0233120,4
4_0233121,20
4_0233122,55
4_0233123,22
4_023313,59
4_023320,49
4_0233210,10
4_023321100,96
4_023321102,12
4_023321103,10
4_02332111,2
4_02332112,2
4_0233213,5
4_023323,10
4_02333,47
4_030100,95
4_030101,32
4_0301020,12
4_0301021,82
4_0301023,9
4_03010310,14
4_030103110,48
4_030103111,2
4_030103113,52
4_03010313,2
4_0301032,14
4_03011,37
4_030120,30
4_030121,10
4_030122,78
4_0301230,75
4_0301231020,2
4_0301231021,53
4_0301231022,44
4_0301231023,6
4_03012311,6
4_03012312,3
4_03012313,6
4_0301232,44
4_0301233,11
4_03013000,63
4_030130010,22
4_0301300130,4
4_03013001320,2
4_030130013220,6
4_030130013221,2
4_030130013222,21
4_030130013223110,3
4_030130013223111,55
4_030130013223112,96
4_03013001323,2
4_0301300133,3
4_03013002,4
4_0301301,34
4_03013020,50
4_03013021,99
4_03013022,5
4_030130231,3
4_0301302320,3
4_03013023222,4
4_0301302322301,2
4_0301302322302,13
4_030130232230300,20
4_030130232230301,19
4_030130232230302,96
4_030130232230303,9
4_03013023223033120,7
4_03013023223033121,13
4_03013023223033122,89
4_030130232230332,10
4_0301302323,7
4_030130233,3
4_0301303,100
4_030131,44
4_030132,39
4_03013310,47
4_03013311,13
4_03013312,14
4_03013313,94
4_030133200,19
4_030133201,18
4_030133202,3
4_0301332030,16
4_0301332031,79
4_0301332032,19
4_0301332033,7
4_03013321,36
4_03013322,8
4_030133230,15
4_030133231,12
4_0301332321,2
4_0301332322,54
4_0301332323,92
4_030133233,69
4_030133300,78
4_030133301,2
4_030133303,29
4_03013331,9
4_03020000,21
4_03020001,36
4_0302000200,38
4_0302000201011,2
4_0302000201013210,2
4_030200020101321100,3
4_030200020101321101,2
4_0302000201013211023122323122,2
4_030200020101321103,65
4_030200020102,2
4_03020002013,4
4_0302000202,2
4_030200021,5
4_030200022,25
4_030200023,2
4_03020003,41
4_03020010,92
4_030200110,11
4_030200111,52
4_030200112,49
4_030200113,38
4_0302001200,39
4_0302001201,5
4_0302001202,15
4_0302001203,43
4_0302001210,31
4_0302001211,34
4_0302001212,19
4_0302001213,26
4_0302001220,49
4_0302001221,11
4_0302001222,13
4_0302001223,59
4_0302001230,12
4_0302001231,70
4_0302001232,29
4_0302001233,11
4_030200130,33
4_030200131,22
4_030200132,4
4_030200133,49
4_03020020,18
4_03020021,67
4_03020022,40
4_03020023,5
4_0302003,42
4_0302010,75
4_0302011,25
4_03020120,4
4_03020121,31
4_03020122,58
4_03020123,11
4_0302013,18
4_03020200,11
4_03020201,31
4_030202020,32
4_030202021,25
4_030202022,54
4_0302020230,4
4_0302020231,4
4_0302020232,40
4_030202023300,4
4_030202023301,2
4_030202023302,21
4_0302020233030000,10
4_0302020233030001,43
4_0302020233030002,56
4_0302020233030003,8
4_030202023303003,62
4_03020202331,27
4_03020203,37
4_030202100,61
4_030202101,26
4_030202102,14
4_030202103,54
4_030202110,7
4_030202111,4
4_0302021120,96
4_0302021121,93
4_03020211220,70
4_03020211221,10
4_030202112220,29
4_030202112221,42
4_030202112222,21
4_030202112223,22
4_03020211223,66
4_03020211230,10
4_03020211231,76
4_030202112320,3
4_0302021123210,85
4_03020211232110,53
4_03020211232111,74
4_03020211232112,20
4_03020211232113,35
4_0302021123212,17
4_0302021123213,52
4_030202112322,2
4_03020211233,20
4_0302021130,31
4_0302021131,74
4_0302021132,62
4_0302021133,6
4_030202120,20
4_0302021210,19
4_03020212110,58
4_03020212111,8
4_03020212112,27
4_03020212113,11
4_03020212120,16
4_03020212121,95
4_030202121220,29
4_0302021212213301,37
4_0302021212213302,68
4_0302021212213331,2
4_0302021212213332,65
4_0302021212213333,37
4_030202121222,49
4_030202121223,22
4_0302021213,10
4_0302021220,27
4_0302021221,43
4_0302021222,10
4_0302021223,33
4_030202123,15
4_030202130,63
4_030202131,10
4_030202132,48
4_030202133,9
4_03020220,71
4_03020221,90
4_03020222,23
4_03020223,44
4_03020230,4
4_030202310,47
4_030202311,81
4_030202312,64
4_030202313,2
4_03020232,87
4_03020233,10
4_0302030,20
4_030203100,98
4_030203101,18
4_030203102,34
4_030203103,6
4_03020311,4
4_03020312,35
4_03020313,21
4_03020320,35
4_03020321,69
4_03020322,24
4_03020323,9
4_0302033,53
4_0302100,22
4_03021010,20
4_03021011,2
4_03021012,14
4_03021013,75
4_0302102,44
4_03021030,36
4_03021031,5
4_03021032,72
4_03021033,14
4_030211,98
4_030212000,19
4_030212001,11
4_0302120020,100
4_0302120021,40
4_0302120022,17
4_0302120023,28
4_0302120030,26
4_0302120031,9
4_0302120032,41
4_0302120033,32
4_0302120100,21
4_0302120101,21
4_0302120102,63
4_03021201030,28
4_03021201031,12
4_03021201032,14
4_03021201033,55
4_0302120110,82
4_0302120111,13
4_0302120112,45
4_030212011300,21
4_030212011301,87
4_030212011302,2
4_03021201131,17
4_03021201132,6
4_030212011330,6
4_030212011331,3
4_030212011332,95
4_030212011333,29
4_030212012000,10
4_0302120120010,22
4_03021201200110,52
4_03021201200111,80
4_030212012002,5
4_030212012003,6
4_03021201201,11
4_03021201202,7
4_030212012031,2
4_030212012032,100
4_030212012033,15
4_0302120121,25
4_0302120122,13
4_0302120123,31
4_030212013,64
4_03021202,74
4_03021203,34
4_0302121,96
4_0302122,8
4_03021230,17
4_03021231,46
4_030212320,5
4_030212321,90
4_0302123220,6
4_0302123221,33
4_0302123222,49
4_0302123223,46
4_0302123230000,78
4_0302123230001,60
4_030212323000200,23
4_030212323000201,4
4_0302123230002020,23
4_0302123230002021,36
4_03021232300020220,10
4_030212323000202210,10
4_030212323000202211,60
4_030212323000202212,61
4_030212323000202213,4
4_03021232300020222,6
4_03021232300020223,14
4_0302123230002023,17
4_030212323000203,12
4_0302123230002200,7
4_0302123230002201,99
4_0302123230002202,10
4_030212323000222,4
4_030212323000223,53
4_030212323000230,8
4_0302123230002310,74
4_0302123230002311,96
4_0302123230002312,7
4_0302123230002313,3
4_030212323000232,18
4_030212323001,47
4_030212323002,9
4_030212323003,24
4_03021232301,12
4_03021232302,2
4_03021232303,2
4_0302123231,10
4_0302123232,8
4_0302123233,10
4_03021233,90
4_0302130000,7
4_0302130001,7
4_0302130002,14
4_0302130003,76
4_0302130010,2
4_03021300110,44
4_0302130011100,64
4_0302130011101,84
4_0302130011102,16
4_030213001112,21
4_030213001113,31
4_03021300112,20
4_03021300120130,2
4_030213001201310,20
4_030213001201313,83
4_03021300120132,64
4_03021300120133,8
4_03021300121,6
4_03021300122,9
4_03021300123,7
4_0302130013,9
4_030213002,25
4_030213003,27
4_03021301,74
4_03021302,25
4_03021303000,10
4_03021303001,7
4_03021303002,57
4_030213030030,9
4_030213030031,28
4_030213030032,5
4_03021303003300,43
4_030213030033030,3
4_030213030033031,27
4_030213030033032,83
4_030213030033033,68
4_0302130300331,2
4_0302130301,53
4_03021303020,10
4_03021303021,73
4_03021303022,44
4_03021303023,6
4_0302130303,13
4_030213031,94
4_03021303200,10
4_0302130320102,31
4_03021303201030,10
4_030213032010310,45
4_030213032010311,39
4_030213032010312,15
4_030213032010313,17
4_03021303201032,18
4_030213032011,3
4_030213032013,8
4_03021303202,31
4_03021303203,7
4_03021303210,38
4_03021303211,13
4_03021303212,14
4_03021303213,72
4_0302130322,49
4_0302130323,85
4_0302130330,61
4_0302130331,44
4_03021303320,24
4_03021303321,40
4_03021303322,21
4_03021303323,86
4_03021303330,85
4_03021303331,3
4_03021303332,16
4_03021303333,2
4_0302131000,39
4_0302131001,40
4_0302131002,16
4_0302131003,27
4_0302131010,31
4_0302131011,96
4_0302131012,89
4_0302131013,63
4_030213102,39
4_0302131030,28
4_0302131031,93
4_0302131032,38
4_0302131033,38
4_03021311000,16
4_03021311001,4
4_03021311002,2
4_03021311003,86
4_0302131101,30
4_0302131102,19
4_0302131103,59
4_030213111,23
4_030213112,24
4_0302131130,19
4_0302131131,14
4_03021311320,5
4_03021311321,87
4_03021311322,42
4_03021311323,2
4_0302131133,7
4_03021312,59
4_030213130,41
4_030213131,10
4_030213132,83
4_03021313303013021,63
4_0302131330301303,2
4_0302131330302,3
4_0302131331,2
4_0302132,25
4_0302133,48
4_0302200,22
4_0302201,18
4_0302202,22
4_03022030,10
4_03022031,12
4_03022032,25
4_03022033,82
4_0302210,46
4_0302211,84
4_0302212,72
4_0302213,17
4_030222,37
4_0302230,6
4_0302231,62
4_0302232,11
4_0302233,23
4_0302300,12
4_0302301,15
4_03023020,66
4_03023021,45
4_03023022,49
4_03023023,3
4_0302303,18
4_0302310,21
4_03023110,29
4_03023111,5
4_03023112,46
4_03023113,58
4_030231200,9
4_030231201,27
4_030231202,56
4_030231203,15
4_0302312100,45
4_0302312101,6
4_0302312102,40
4_0302312103,16
4_030231211,37
4_0302312120,13
4_0302312121,39
4_0302312122,97
4_03023121230,17
4_03023121231,67
4_03023121233,16
4_0302312130,7
4_0302312131,15
4_0302312132,16
4_0302312133,80
4_03023122002,7
4_030231220030,6
4_030231220031,6
4_030231220033120,2
4_030231220033121,20
4_03023122003312200,83
4_03023122003312203,28
4_030231220033123,6
4_0302312200332,4
4_0302312201,21
4_0302312202,9
4_0302312203,14
4_0302312210,22
4_03023122110,4
4_03023122111,18
4_030231221120,70
4_030231221121,28
4_030231221123,9
4_03023122113,16
4_0302312212,75
4_0302312213,29
4_030231222,88
4_030231223,21
4_03023123,83
4_03023130,31
4_03023131,47
4_03023132,15
4_03023133,18
4_03023200,15
4_03023201,25
4_030232020,45
4_030232021,5
4_030232022,21
4_030232023,46
4_0302320300,69
4_0302320302,9
4_0302320303,44
4_030232031,41
4_030232032,76
4_030232033,35
4_03023210,49
4_030232110,37
4_030232111000,3
4_030232111001,18
4_030232111002,76
4_030232111003,10
4_0302321111,5
4_0302321112,2
4_0302321113,2
4_030232112,2
4_030232113,21
4_03023212,10
4_03023213,63
4_0302322,69
4_0302323,74
4_0302330,18
4_0302331,55
4_0302332,69
4_0302333,13
4_030300,46
4_0303010,100
4_03030110,65
4_030301110,2
4_030301111,5
4_030301112,2
4_0303011130,41
4_0303011131,5
4_0303011132,12
4_0303011133,45
4_03030112,71
4_03030113,48
4_0303012,4
4_03030200,52
4_03030201,28
4_03030202,13
4_03030203,10
4_030302200,43
4_030302201,97
4_030302232,36
4_030302233,92
4_03030230,13
4_030302310,98
4_03030231100,6
4_030302311032,47
4_030302311033,84
4_030302312,17
4_030302313,25
4_03030232,13
4_03030233,20
4_0303030,58
4_0303031,29
4_0303032,37
4_03030330,10
4_03030331,23
4_03030332,66
4_03030333,3
4_03031000,9
4_03031001,17
4_03031002,74
4_03031003,56
4_03031010,12
4_03031011,2
4_03031012,6
4_030310130,8
4_030310131,34
4_0303101320,7
4_0303101321,2
4_0303101322,17
4_03031013230,35
4_03031013231,69
4_03031013232,3
4_030310133,62
4_03031031111,2
4_030310311121,2
4_0303103111221,6
4_0303103111222,34
4_03031031112231,90
4_03031031112232,5
4_03031031112233,34
4_030310311123,23
4_03031031113,14
4_0303103112,7
4_030310312,63
4_030310313,3
4_030310320,76
4_030310321,62
4_030310322,11
4_030310323,21
4_03031033,50
4_0303130,5
4_0303132,36
4_03031330,25
4_030313310,32
4_030313311,68
4_030313312,26
4_030313313,30
4_03031332,29
4_03032,10
4_030330,17
4_030331,10
4_030332,75
4_030333,17
4_03100,68
4_031010,76
4_031011,71
4_031012,14
4_031013,64
4_03102,48
4_03103011110,6
4_031030111120,7
4_031030111122,5
4_0310301111230,30
4_031030111123321,5
4_0310301111233220,24
4_031030111123322100,24
4_031030111123322102,50
4_0310301111233222,38
4_0310301111233223,4
4_031030111123323,8
4_0310301112100,96
4_0310301112103,13
4_031030111213,2
4_03103012,2
4_0310302,3
4_031031,29
4_031033,30
4_03110,39
4_031110,3
4_0311130,9
4_0311132,49
4_0311133,51
4_03112,20
4_03113,36
4_03120,19
4_03121,73
4_031220,47
4_031222,54
4_03122300,33
4_03122301,8
4_03122302,23
4_03122303,78
4_03122310,51
4_03122311,47
4_03122312,24
4_03122313,15
4_0312232,45
4_0312233,17
4_031230,76
4_031231,19
4_031232,26
4_031233,58
4_031300,27
4_031301,26
4_0313020,36
4_0313022,71
4_0313023,27
4_0313030,3
4_03130320,9
4_03130321,21
4_03130322,60
4_03130323,16
4_0313033,10
4_031311,9
4_031312,32
4_0313130,56
4_0313131,14
4_0313132,18
4_031313300,39
4_031313301,20
4_031313302,58
4_031313303,14
4_03131331,20
4_03131332,40
4_03131333,47
4_0313200,58
4_0313201,17
4_0313202,64
4_0313203,77
4_031321000,6
4_031321001,35
4_031321002,64
4_031321003,28
4_03132101,51
4_03132102,4
4_03132103,10
4_0313212,2
4_0313213,4
4_031322,30
4_0313230,41
4_0313231,15
4_0313232,100
4_0313233,15
4_031330,86
4_0313310,9
4_0313311,32
4_0313312,17
4_0313313,94
4_031332,53
4_031333000,10
4_031333001,68
4_031333002,31
4_031333003,11
4_03133302,21
4_031333030,22
4_031333031,93
4_0313330320,47
4_0313330321,46
4_0313330322,13
4_0313330323,12
4_0313331,18
4_0313332,12
4_0313333,6
4_032000,98
4_032001,54
4_032002,22
4_032003,63
4_03201,37
4_032020,37
4_032021,34
4_032022,33
4_032023,54
4_0320300,80
4_0320301,45
4_0320302,24
4_0320303,27
4_032031,18
4_032032,7
4_032033,22
4_0321000,59
4_0321003,44
4_032101,82
4_032103,20
4_032110,23
4_0321110,11
4_03211120,51
4_03211122,5
4_03211123,53
4_0321113,88
4_032112,81
4_032113,59
4_03212,97
4_032130,16
4_032132,15
4_0321330,61
4_0321331,8
4_0321332,30
4_0321333,3
4_032200,68
4_032201,12
4_032202,11
4_032203,13
4_03221,87
4_032220,7
4_0322210,26
4_0322211,68
4_0322212,46
4_032222,34
4_032223,5
4_03223,4
4_03230,25
4_0323100,6
4_0323101,4
4_03231021,2
4_03231022,15
4_032310230,23
4_032310231,5
4_032310232,40
4_032310233,40
4_0323103,32
4_0323110,7
4_0323111,19
4_0323112,44
4_0323113,90
4_032312,77
4_032313,44
4_03232,18
4_032330,2
4_032332,91
4_032333,20
4_03300,8
4_033010,59
4_033011,38
4_033012,4
4_03302,70
4_03303,8
4_03310,95
4_033110,38
4_033111,49
4_03311210,2
4_03311211,4
4_033112130,52
4_033112131,22
4_033112132,25
4_033112133,17
4_0331122,20
4_0331123,3
4_033113,23
4_0331201,14
4_0331202,64
4_0331203,38
4_033121,52
4_033122,7
4_033123,57
4_033130,69
4_03313100,6
4_03313101,98
4_03313102,7
4_03313103,15
4_03313112,68
4_0331311300,10
4_0331311301,43
4_0331311302,88
4_0331311303,5
4_033131131,7
4_033131132,4
4_033131133,20
4_0331312,20
4_0331313,59
4_033132,48
4_033133,20
4_03320,89
4_033210,50
4_033211,21
4_033212,80
4_033213,54
4_033220,21
4_033221,38
4_0332220,75
4_0332221,8
4_0332222,12
4_0332223,45
4_033223,71
4_033230,47
4_033231,21
4_0332321120,4
4_0332321121,20
4_03323211220,2
4_033232112221,3
4_03323211222201,2
4_0332321122220311001,24
4_0332321122220311002,80
4_033232112222031103,4
4_0332321123,8
4_033232113,12
4_03323212,9
4_033233,19
4_03330,87
4_03331,26
4_03332,75
4_033330,85
4_033331,20
4_033332,12
4_033333,62
4_100000,15
4_100001,17
4_1000020,38
4_1000021,38
4_10000220,79
4_10000221,17
4_10000222,4
4_10000223,14
4_1000023,45
4_10000300,6
4_10000302,37
4_10000303,100
4_1000031,12
4_1000032,51
4_10000330,13
4_100003310,4
4_100003311,97
4_100003312,5
4_100003313,2
4_10000332,3
4_100010,41
4_100011,77
4_1000120,5
4_1000121,68
4_1000122,16
4_1000123,24
4_10001300,4
4_10001301,92
4_100013020,11
4_100013021,16
4_100013022,64
4_100013023,17
4_10001303,77
4_1000131,88
4_1000132,28
4_10001330,16
4_10001331,62
4_100013320,74
4_100013321,47
4_100013322,55
4_100013323,9
4_10001333,25
4_100020,73
4_100021,21
4_100022,36
4_1000230,4
4_1000231,23
4_1000232,14
4_100023300,23
4_10002330101,11
4_100023301020,74
4_100023301021,100
4_100023301022,2
4_1000233011,8
4_1000233012,22
4_100023303,8
4_10002331,4
4_10002333,6
4_1000300,35
4_1000301,14
4_1000302,20
4_1000303,46
4_100031,4
4_100032,5
4_100033,62
4_100100,87
4_1001010,51
4_1001011,99
4_1001012,57
4_1001013,18
4_100102,90
4_100103210,2
4_10010321100,2
4_10010321101321,2
4_100103211013230,4
4_1001032110132310,16
4_1001032110132313,3
4_100103211013233,2
4_10010321102,9
4_1001032111,4
4_1001032113,9
4_100103212,9
4_100103213,14
4_100110,3
4_1001110,29
4_1001111,47
4_10011120,31
4_10011121,77
4_10011122,64
4_10011123,21
4_1001113,27
4_100112,85
4_100113,15
4_1001200,6
4_10012010,40
4_100120110,2
4_100120111,17
4_1001201120,7
4_1001201121,62
4_1001201122,54
4_1001201123,44
4_100120113,3
4_100120120,37
4_100120121,44
4_1001201220,12
4_1001201221,15
4_1001201222,27
4_1001201223,62
4_10012012300,22
4_10012012301,6
4_10012012302,45
4_10012012303,36
4_1001201231,82
4_1001201232,14
4_10012012330,34
4_10012012331,10
4_10012012332,41
4_10012012333,28
4_1001201300,58
4_1001201301,31
4_1001201302,14
4_1001201303,6
4_100120131,56
4_100120132,24
4_100120133,41
4_100120200,20
4_100120201,17
4_100120202,8
4_100120203,80
4_1001202100,59
4_1001202101,46
4_1001202102,31
4_1001202103,55
4_1001202110,61
4_1001202111,13
4_1001202112,27
4_1001202113,90
4_100120212,33
4_100120213,18
4_10012022,25
4_10012023,17
4_10012030,38
4_100120310,97
4_100120311,71
4_100120312,8
4_100120313,47
4_1001210,71
4_1001211,22
4_10012120,8
4_100121231,2
4_100121232,74
4_100121233,35
4_1001213,83
4_10012200,33
4_10012201,18
4_10012202,74
4_10012203,71
4_10012210,92
4_10012211,12
4_10012212,3
4_100122130,64
4_100122131,47
4_100122132,51
4_100122133,18
4_10012220,9
4_10012221,43
4_10012222,21
4_10012223,28
4_1001223,32
4_1001230,22
4_1001231,82
4_1001232,84
4_1001233,7
4_1001300,48
4_1001301,58
4_1001302,8
4_1001303,33
4_1001310,37
4_1001311,78
4_10013120,30
4_1001312111,9
4_1001312112,30
4_1001312113,82
4_100131212,3
4_100131213,9
4_10013122,4
4_10013123,4
4_1001313,52
4_1001320,20
4_10013211,46
4_10013212,81
4_10013213,9
4_1001322,97
4_100133,71
4_1002000,57
4_100200100,13
4_100200101,62
4_100200102,36
4_100200103,28
4_10020011,50
4_10020013,5
4_1002002,6
4_1002003,39
4_1002010,20
4_1002011,65
4_1002012,37
4_1002013,8
4_100202,29
4_1002030,5
4_1002031,58
4_1002032,3
4_1002033,38
4_100210,28
4_100211,47
4_100212,88
4_100213,15
4_1002200,14
4_1002201,65
4_1002202,69
4_1002203,10
4_1002210,26
4_1002211,16
4_10022120,98
4_10022121,5
4_10022123,5
4_1002213,39
4_100222,64
4_100223,89
4_1002300,18
4_1002301,6
4_10023020,24
4_10023021,11
4_10023022,66
4_10023023,47
4_10023030,85
4_10023031,16
4_10023032,6
4_100230330,23
4_100230331,4
4_1002303320,18
4_1002303321,66
4_1002303322,19
4_1002303323,2
4_100230333,36
4_1002310,60
4_1002311,67
4_1002312,5
4_1002313,22
4_1002320,33
4_1002322,26
4_1002323,45
4_100233,78
4_1003000,59
4_1003001,3
4_1003002,38
4_1003003,27
4_100301,74
4_1003020,93
4_1003021,21
4_1003023,4
4_100303,37
4_10031,35
4_100320,29
4_100321,17
4_1003220,5
4_1003221,9
4_10032220,8
4_10032221,62
4_100322220,83
4_100322221,36
4_100322223,2
4_10032223,49
4_1003223,2
4_1003231,3
4_10032320,55
4_10032321,9
4_10032322,80
4_10032323,51
4_1003233,88
4_100330,26
4_100331,12
4_100332,10
4_1003330,16
4_1003332,20
4_100333300,90
4_100333301,2
4_100333303,58
4_10033331,7
4_10033332,8
4_10100,21
4_1010101,5
4_1010102,86
4_1010103,12
4_101011,15
4_101012,8
4_101020,81
4_101021,68
4_101022,4
4_101031,74
4_101032,16
4_101033,31
4_1012011,78
4_1012012,60
4_101202,7
4_10121,16
4_1012201,90
4_1012202,2
4_1012203,35
4_101223,43
4_1012301,32
4_10123020,24
4_10123021,90
4_10123022,3
4_10123023,11
4_10123030,7
4_10123031,77
4_10123032,52
4_10123033,57
4_1012310,25
4_1012311,11
4_10123120,44
4_1012312120,74
4_1012312121,21
4_1012312122,5
4_1012312123,5
4_101231213,39
4_10123122,26
4_10123123,32
4_1012313,17
4_1012320,22
4_1012321,52
4_1012322,84
4_101232300,81
4_101232301,36
4_101232302,2
4_101232303,20
4_10123231,29
4_10123232,2
4_101233,88
4_101300,86
4_101302,79
4_1013030,13
4_1013031,37
4_10130320,12
4_10130321,9
4_10130322,41
4_10130323,81
4_1013033,41
4_1013100,36
4_10131010,9
4_1013101100,11
4_10131011010,11
4_10131011011,2
4_10131011012,48
4_10131011013,80
4_1013101102,8
4_1013101103,3
4_101310111,3
4_101310113,15
4_10131012,5
4_10131013,2
4_1013102,13
4_1013103,10
4_101311,2
4_101312,98
4_101313,39
4_101320,7
4_101321,16
4_1013220,18
4_1013221,26
4_1013222,62
4_1013223,45
4_101323,7
4_101330,41
4_101331,44
4_10133200,2
4_10133201,99
4_10133203,18
4_1013323,2
4_101333,46
4_102,31
4_1031020,27
4_1031021,18
4_1031022,59
4_1031023,32
4_103103,3
4_103110,26
4_103111,93
4_1031120,27
4_10311210,36
4_10311211,18
4_103112120,66
4_103112121,4
4_103112122,4
4_1031121230,5
4_1031121231,10
4_10311212321,4
4_10311212322,11
4_10311212323110,3
4_10311212323111,18
4_10311212323112,52
4_10311212323113,77
4_1031121232312,9
4_1031121232313,5
4_1031121233,15
4_1031121300,15
4_1031121301,20
4_1031121302,4
4_1031121303,70
4_103112131,34
4_103112132,85
4_103112133,14
4_1031122,21
4_1031123,94
4_103113,38
4_1031200,11
4_1031201,53
4_103120200,29
4_103120201,9
4_1031202020,29
4_10312020212,38
4_10312020213030,31
4_10312020213033,70
4_103120202131,63
4_103120202132,16
4_1031202022,2
4_1031202023,29
4_103120203,4
4_10312021,12
4_10312022,36
4_10312023,33
4_1031203,6
4_103121,50
4_1031220,94
4_1031221,43
4_1031222,42
4_10312230,2
4_10312231,33
4_103122320,31
4_103122321,15
4_103122322,2
4_103122323,70
4_10312233,11
4_10312300,30
4_103123010,17
4_103123011,12
4_103123012,88
4_103123013,33
4_103123020,18
4_1031230210,49
4_1031230211,36
4_1031230212,20
4_1031230213,3
4_103123022,54
4_103123023,8
4_10312303,17
4_1031231,55
4_1031232,14
4_103123300,7
4_103123301,6
4_1031233020,65
4_1031233022,71
4_103123303,8
4_103123310,3
4_1031233110,9
4_1031233111,21
4_1031233112,84
4_1031233113,40
4_10312331200,43
4_10312331201,2
4_10312331202,81
4_10312331203,2
4_1031233121,12
4_1031233122,58
4_10312331230,60
4_10312331231,2
4_10312331232,15
4_10312331233,48
4_10312331300,44
4_10312331301,98
4_10312331302,2
4_10312331303,2
4_1031233131,5
4_1031233132,2
4_1031233133,2
4_103123320,76
4_10312332100,61
4_10312332101,47
4_10312332102,7
4_10312332103,9
4_1031233211,39
4_1031233212,8
4_1031233213,31
4_103123322,14
4_103123323,48
4_10312333,82
4_103130000,5
4_103130001,29
4_103130002,54
4_103130003,19
4_10313001,12
4_10313002,17
4_10313003,33
4_1031301,67
4_10313020,3
4_10313021,16
4_10313022,21
4_10313023,68
4_1031303,66
4_103131,61
4_103133,37
4_1032001,34
4_1032002,51
4_1032003,21
4_10320101,46
4_103201020,8
4_103201021,44
4_103201022,17
4_103201023,80
4_10320103,30
4_10320110,14
4_10320111,16
4_10320112,29
4_103201130,10
4_103201131,11
4_103201132,97
4_103201133,11
4_10320120,60
4_10320121,14
4_10320122,20
4_10320123,51
4_10320130,67
